UniProtKB:P01160	Natriuretic peptides A		GO:0043508		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR14066	protein		PMID:22399583	20190909
ComplexPortal:CPX-2006	Cyclin A2-CDK2 complex		GO:0035173		CAFA	NCBITaxon:9606	IDA			protein_complex		PMID:8876165	20160818
ComplexPortal:CPX-2006	Cyclin A2-CDK2 complex		GO:0097472		CAFA	NCBITaxon:9606	IDA			protein_complex		PMID:11746698	20160816
ComplexPortal:CPX-2006	Cyclin A2-CDK2 complex		GO:0097472		UniProt	NCBITaxon:9606	IDA			protein_complex		PMID:18305109	20170904
ComplexPortal:CPX-2005	Cyclin A1-CDK2 complex		GO:0097472		UniProt	NCBITaxon:9606	IDA			protein_complex		PMID:18305109	20170904
ComplexPortal:CPX-930	General transcription factor complex TFIID, TAF4B variant		GO:0004674		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:15053879	20170131
ComplexPortal:CPX-373	ULK1-ATG13-RB1CC1-ATG101 autophagy initiation complex		GO:0004674		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:19597335	20160411
ComplexPortal:CPX-1134	Amyloid-beta protein 42 oligomeric complex		GO:0000185	"{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""UBERON:0002421"", ""label"": ""hippocampal formation""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0045666"", ""label"": ""positive regulation of neuron differentiation""}}"	ARUK-UCL	NCBITaxon:9606	IGI	UniProtKB:P05067:PRO_0000000092		protein_complex		PMID:15190117	20170614
ComplexPortal:CPX-1134	Amyloid-beta protein 42 oligomeric complex		GO:0030296	"{""relationship"": {""relation"": [{""id"": ""RO:0002233"", ""label"": ""has input""}], ""id"": ""UniProtKB:P00519"", ""label"": ""UniProtKB:P00519""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""UBERON:0002421"", ""label"": ""hippocampal formation""}}|{""relationship"": {""relation"": [{""id"": ""RO:0002211"", ""label"": ""regulates""}, {""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""CL:0000540"", ""label"": ""neuron""}}|{""relationship"": {""relation"": [{""id"": ""RO:0002211"", ""label"": ""regulates""}, {""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""GO:0005634"", ""label"": ""nucleus""}}|{""relationship"": {""relation"": [{""id"": ""RO:0002233"", ""label"": ""has input""}], ""id"": ""UniProtKB:P00519"", ""label"": ""UniProtKB:P00519""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""UBERON:0002421"", ""label"": ""hippocampal formation""}}|{""relationship"": {""relation"": [{""id"": ""RO:0002211"", ""label"": ""regulates""}, {""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""GO:0030425"", ""label"": ""dendrite""}}|{""relationship"": {""relation"": [{""id"": ""RO:0002233"", ""label"": ""has input""}], ""id"": ""UniProtKB:P00519"", ""label"": ""UniProtKB:P00519""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""UBERON:0002421"", ""label"": ""hippocampal formation""}}|{""relationship"": {""relation"": [{""id"": ""RO:0002211"", ""label"": ""regulates""}, {""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""GO:0043025"", ""label"": ""neuronal cell body""}}"	ARUK-UCL	NCBITaxon:9606	IDA			protein_complex		PMID:24658113	20170627
ComplexPortal:CPX-1134	Amyloid-beta protein 42 oligomeric complex		GO:0030296	"{""relationship"": {""relation"": [{""id"": ""RO:0002233"", ""label"": ""has input""}], ""id"": ""UniProtKB:P54764"", ""label"": ""UniProtKB:P54764""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""UBERON:0002421"", ""label"": ""hippocampal formation""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:1901189"", ""label"": ""positive regulation of ephrin receptor signaling pathway""}}"	ARUK-UCL	NCBITaxon:9606	IDA			protein_complex		PMID:24658113	20170627
ComplexPortal:CPX-1134	Amyloid-beta protein 42 oligomeric complex		GO:0032147	"{""relationship"": {""relation"": [{""id"": ""RO:0002218"", ""label"": ""obsolete has active participant""}], ""id"": ""GO:0045121"", ""label"": ""membrane raft""}}|{""relationship"": {""relation"": [{""id"": ""GOREL:0000015"", ""label"": ""has_regulation_target""}], ""id"": ""UniProtKB:P06241"", ""label"": ""UniProtKB:P06241""}}"	ARUK-UCL	NCBITaxon:9606	IGI	UniProtKB:P04925		protein_complex		PMID:23386614	20170626
ComplexPortal:CPX-1134	Amyloid-beta protein 42 oligomeric complex		GO:0043507	"{""relationship"": {""relation"": [{""id"": ""RO:0002211"", ""label"": ""regulates""}, {""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""CL:0002609"", ""label"": ""neuron of cerebral cortex""}}"	ARUK-UCL	NCBITaxon:9606	IDA			protein_complex		PMID:23164821	20170627
ComplexPortal:CPX-1134	Amyloid-beta protein 42 oligomeric complex		GO:0061098	"{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""UBERON:0002421"", ""label"": ""hippocampal formation""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0045666"", ""label"": ""positive regulation of neuron differentiation""}}"	ARUK-UCL	NCBITaxon:9606	IGI	UniProtKB:P05067:PRO_0000000092		protein_complex		PMID:15190117	20170614
ComplexPortal:CPX-1134	Amyloid-beta protein 42 oligomeric complex		GO:0061098	"{""relationship"": {""relation"": [{""id"": ""GOREL:0000015"", ""label"": ""has_regulation_target""}], ""id"": ""UniProtKB:P06241"", ""label"": ""UniProtKB:P06241""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""CL:0002609"", ""label"": ""neuron of cerebral cortex""}}"	ARUK-UCL	NCBITaxon:9606	IGI	UniProtKB:P04156|UniProtKB:P41594		protein_complex		PMID:24012003	20170628
ComplexPortal:CPX-1134	Amyloid-beta protein 42 oligomeric complex		GO:0061098	"{""relationship"": {""relation"": [{""id"": ""GOREL:0000015"", ""label"": ""has_regulation_target""}], ""id"": ""UniProtKB:P00519"", ""label"": ""UniProtKB:P00519""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""UBERON:0002421"", ""label"": ""hippocampal formation""}}|{""relationship"": {""relation"": [{""id"": ""RO:0002211"", ""label"": ""regulates""}, {""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""CL:0000540"", ""label"": ""neuron""}}|{""relationship"": {""relation"": [{""id"": ""RO:0002211"", ""label"": ""regulates""}, {""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""GO:0005634"", ""label"": ""nucleus""}}|{""relationship"": {""relation"": [{""id"": ""GOREL:0000015"", ""label"": ""has_regulation_target""}], ""id"": ""UniProtKB:P00519"", ""label"": ""UniProtKB:P00519""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""UBERON:0002421"", ""label"": ""hippocampal formation""}}|{""relationship"": {""relation"": [{""id"": ""RO:0002211"", ""label"": ""regulates""}, {""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""GO:0030425"", ""label"": ""dendrite""}}|{""relationship"": {""relation"": [{""id"": ""GOREL:0000015"", ""label"": ""has_regulation_target""}], ""id"": ""UniProtKB:P00519"", ""label"": ""UniProtKB:P00519""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""UBERON:0002421"", ""label"": ""hippocampal formation""}}|{""relationship"": {""relation"": [{""id"": ""RO:0002211"", ""label"": ""regulates""}, {""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""GO:0043025"", ""label"": ""neuronal cell body""}}"	ARUK-UCL	NCBITaxon:9606	IDA			protein_complex		PMID:24658113	20170627
ComplexPortal:CPX-1134	Amyloid-beta protein 42 oligomeric complex		GO:0061098	"{""relationship"": {""relation"": [{""id"": ""GOREL:0000015"", ""label"": ""has_regulation_target""}], ""id"": ""UniProtKB:P54764"", ""label"": ""UniProtKB:P54764""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""UBERON:0002421"", ""label"": ""hippocampal formation""}}|{""relationship"": {""relation"": [{""id"": ""RO:0002211"", ""label"": ""regulates""}, {""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""CL:0002608"", ""label"": ""hippocampal neuron""}}"	ARUK-UCL	NCBITaxon:9606	IDA			protein_complex		PMID:24658113	20170627
ComplexPortal:CPX-1134	Amyloid-beta protein 42 oligomeric complex		GO:0061098	"{""relationship"": {""relation"": [{""id"": ""GOREL:0000015"", ""label"": ""has_regulation_target""}], ""id"": ""UniProtKB:P00520"", ""label"": ""UniProtKB:P00520""}}|{""relationship"": {""relation"": [{""id"": ""RO:0002211"", ""label"": ""regulates""}, {""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""CL:0002608"", ""label"": ""hippocampal neuron""}}"	ARUK-UCL	NCBITaxon:9606	IGI	UniProtKB:Q03137		protein_complex		PMID:24658113	20170627
ComplexPortal:CPX-1134	Amyloid-beta protein 42 oligomeric complex		GO:1902949	"{""relationship"": {""relation"": [{""id"": ""RO:0002211"", ""label"": ""regulates""}, {""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""CL:0002609"", ""label"": ""neuron of cerebral cortex""}}"	ARUK-UCL	NCBITaxon:9606	IGI	UniProtKB:A0A0H2UHR3		protein_complex		PMID:23164821	20170627
ComplexPortal:CPX-1134	Amyloid-beta protein 42 oligomeric complex		GO:1902949	"{""relationship"": {""relation"": [{""id"": ""RO:0002211"", ""label"": ""regulates""}, {""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""CL:0002609"", ""label"": ""neuron of cerebral cortex""}}"	ARUK-UCL	NCBITaxon:9606	IGI	UniProtKB:D4A4F4		protein_complex		PMID:23164821	20170627
ComplexPortal:CPX-74	Phosphatidylinositol 3-kinase complex, class III, UVRAG variant		GO:0016303		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:8999962	20150629
ComplexPortal:CPX-364	Cyclin Y-CDK14 complex		GO:0004693		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:19524571	20160411
ComplexPortal:CPX-359	Cyclin K-CDK13 complex		GO:0004693		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:26748711	20160411
ComplexPortal:CPX-359	Cyclin K-CDK13 complex		GO:0008353		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:26748711	20160411
ComplexPortal:CPX-1070	Amyloid-beta protein 42 complex		GO:0071902	"{""relationship"": {""relation"": [{""id"": ""GOREL:0000015"", ""label"": ""has_regulation_target""}], ""id"": ""UniProtKB:P42261"", ""label"": ""UniProtKB:P42261""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0010739"", ""label"": ""positive regulation of protein kinase A signaling""}}|{""relationship"": {""relation"": [{""id"": ""RO:0002213"", ""label"": ""positively regulates""}], ""id"": ""GO:0004971"", ""label"": ""AMPA glutamate receptor activity""}}"	ARUK-UCL	NCBITaxon:9606	IGI	UniProtKB:P07550		protein_complex		PMID:20395454	20170525
ComplexPortal:CPX-3142	Cyclin-dependent protein kinase 5 holoenzyme complex, p25 variant		GO:0004693		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:16039528	20141016
ComplexPortal:CPX-345	Cyclin L2-CDK11B(p58) complex		GO:0004672		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:2217177	20160411
ComplexPortal:CPX-341	Cyclin L1-CDK11A(p110) complex		GO:0004672		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:23178491	20160411
ComplexPortal:CPX-330	Cyclin C-CDK3 complex		GO:0004693		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:15084261	20160222
ComplexPortal:CPX-326	Cyclin M-CDK10 complex		GO:0004693		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:24218572	20160222
ComplexPortal:CPX-322	Positive transcription elongation factor B, CDK9-cyclinT2b complex		GO:0008353		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:9499409	20180427
ComplexPortal:CPX-321	Positive transcription elongation factor B, CDK9-cyclinT2a complex		GO:0008353		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:9499409	20180427
ComplexPortal:CPX-757	WICH chromatin remodelling complex		GO:0004713		ComplexPortal	NCBITaxon:9606	IMP			protein_complex		PMID:19092802	20161219
ComplexPortal:CPX-3622	ATR-ATRIP DNA damage-sensing kinase complex		GO:0004674		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:29271416	20180910
ComplexPortal:CPX-241	Cyclin K-CDK12 complex		GO:0004693		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:26597175	20160126
ComplexPortal:CPX-4402	mTORC2 complex		GO:0016301		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:29567957	20190722
ComplexPortal:CPX-915	General transcription factor complex TFIID		GO:0004674		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:15053879	20161219
ComplexPortal:CPX-222	Positive transcription elongation factor B, CDK9-cyclinT1 complex		GO:0004693		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:10866664	20160113
ComplexPortal:CPX-222	Positive transcription elongation factor B, CDK9-cyclinT1 complex		GO:0008353		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:9499409	20160113
ComplexPortal:CPX-395	GTPase HRAS - Son of sevenless homolog 1 complex		GO:0043405		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:23027131	20160913
ComplexPortal:CPX-2201	Cyclin-dependent protein kinase 5 holoenzyme complex, p35 variant		GO:0004693		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:16039528	20141016
ComplexPortal:CPX-578	Cyclin-dependent protein kinase-activating kinase complex		GO:0019912		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:23622515	20141222
ComplexPortal:CPX-578	Cyclin-dependent protein kinase-activating kinase complex		GO:1904031		GOC	NCBITaxon:9606	IEA	GO:0019912		protein_complex		GO_REF:0000108	20190914
ComplexPortal:CPX-116	Chromosomal passenger complex		GO:0004674		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:12925766	20180522
ComplexPortal:CPX-102	DAPK1 - calmodulin complex		GO:0004674		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:10629061	20150629
ComplexPortal:CPX-102	DAPK1 - calmodulin complex		GO:0004683		ComplexPortal	NCBITaxon:9606	IDA			protein_complex		PMID:10629061	20150629
UniProtKB:Q9Y261	Hepatocyte nuclear factor 3-beta		GO:0033132		BHF-UCL	NCBITaxon:9606	ISS	UniProtKB:P35583	PANTHER:PTHR11829	protein		GO_REF:0000024	20110802
UniProtKB:Q9UBS0	Ribosomal protein S6 kinase beta-2		GO:0004672		PINC	NCBITaxon:9606	TAS		PANTHER:PTHR24351	protein		PMID:9804755	20030904
UniProtKB:Q9UBS0	Ribosomal protein S6 kinase beta-2		GO:0004674		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0020412|FB:FBgn0283473|MGI:MGI:1920336|PANTHER:PTN000682065|PomBase:SPCC24B10.07|SGD:S000000232|UniProtKB:O75582|UniProtKB:O75676|UniProtKB:Q8I4W3	PANTHER:PTHR24351	protein		PMID:21873635	20170228
UniProtKB:Q9UBS0	Ribosomal protein S6 kinase beta-2		GO:0004711		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001219259|RGD:1305144|RGD:620683	PANTHER:PTHR24351	protein		PMID:21873635	20170228
UniProtKB:Q9Y259	Choline/ethanolamine kinase		GO:0004103		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR22603	protein		PMID:19915674	20091125
UniProtKB:Q9Y259	Choline/ethanolamine kinase		GO:0004305		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR22603	protein		PMID:19915674	20091125
UniProtKB:Q8NCB2	CaM kinase-like vesicle-associated protein		GO:0004683		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:2388073|PANTHER:PTN001218105|RGD:621800|RGD:629473|RGD:69249|WB:WBGene00000553	PANTHER:PTHR24347	protein		PMID:21873635	20170228
UniProtKB:Q9P0V8	SLAM family member 8		GO:0043549		UniProt	NCBITaxon:9606	ISS	UniProtKB:Q9D3G2	PANTHER:PTHR12080	protein		GO_REF:0000024	20180914
UniProtKB:Q9Y243	RAC-gamma serine/threonine-protein kinase		GO:0004672		PINC	NCBITaxon:9606	TAS		PANTHER:PTHR24356	protein		PMID:10092583	20030904
UniProtKB:Q9Y243	RAC-gamma serine/threonine-protein kinase		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24356	protein		PMID:16540465	20110913
UniProtKB:Q9Y243	RAC-gamma serine/threonine-protein kinase		GO:0004674		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0003091|FB:FBgn0003744|FB:FBgn0010379|FB:FBgn0260399|FB:FBgn0261854|MGI:MGI:104874|MGI:MGI:2182368|MGI:MGI:87986|MGI:MGI:894676|MGI:MGI:97595|MGI:MGI:97596|MGI:MGI:97599|MGI:MGI:97602|PANTHER:PTN000683254|PomBase:SPAC1B9.02c|PomBase:SPAC22E12.14c|PomBase:SPAC24B11.11c|PomBase:SPAC821.12|PomBase:SPAPB18E9.02c|PomBase:SPCC576.15c|RGD:2081|RGD:2082|RGD:3399|RGD:3668|RGD:620146|RGD:620968|RGD:62390|SGD:S000001248|SGD:S000001609|SGD:S000001861|SGD:S000002898|SGD:S000003324|SGD:S000005105|SGD:S000005460|SGD:S000006315|TAIR:locus:2088515|UniProtKB:O15530|UniProtKB:O95835|UniProtKB:P05771|UniProtKB:P17252|UniProtKB:P31749|UniProtKB:P31751|UniProtKB:P41743|UniProtKB:Q02156|UniProtKB:Q04759|UniProtKB:Q05513|UniProtKB:Q05655|UniProtKB:Q09013|UniProtKB:Q15208|UniProtKB:Q16512|UniProtKB:Q16513|UniProtKB:Q96GX5|UniProtKB:Q9NRM7|UniProtKB:Q9XF67|UniProtKB:Q9Y243|UniProtKB:Q9Y2H1|WB:WBGene00000102|WB:WBGene00000103|WB:WBGene00004034|WB:WBGene00004789|WB:WBGene00006599|dictyBase:DDB_G0268620	PANTHER:PTHR24356	protein		PMID:21873635	20170228
UniProtKB:Q9Y241	HIG1 domain family member 1A, mitochondrial		GO:0071902		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q9JLR9|ensembl:ENSMUSP00000054881	PANTHER:PTHR12297	protein		GO_REF:0000107	20190816
UniProtKB:Q9Y239	Nucleotide-binding oligomerization domain-containing protein 1		GO:0000187		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24106	protein		Reactome:R-HSA-450302	20181122
UniProtKB:Q9Y224	RNA transcription, translation and transport factor protein		GO:0006469		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR15924	protein		PMID:15147888	20170929
UniProtKB:Q9Y223	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase		GO:0009384		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN002317088|RGD:69239	PANTHER:PTHR18964	protein		PMID:21873635	20190307
UniProtKB:Q9UKE5	TRAF2 and NCK-interacting protein kinase		GO:0004672	"{""relationship"": {""relation"": [{""id"": ""GOREL:0000752"", ""label"": ""has_direct_input""}], ""id"": ""UniProtKB:Q9P289"", ""label"": ""UniProtKB:Q9P289""}}"	UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:22797597	20141203
UniProtKB:Q9UKE5	TRAF2 and NCK-interacting protein kinase		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:10521462	20030206
UniProtKB:Q9UKE5	TRAF2 and NCK-interacting protein kinase		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:15342639	20100906
UniProtKB:Q9UKE5	TRAF2 and NCK-interacting protein kinase		GO:0007256		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR24361	protein		PMID:10521462	20100428
UniProtKB:Q9UKE5	TRAF2 and NCK-interacting protein kinase		GO:0007256		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:15342639	20100906
UniProtKB:Q9UKE5	TRAF2 and NCK-interacting protein kinase		GO:0004674		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0023083|FB:FBgn0025743|FB:FBgn0031030|FB:FBgn0035001|FB:FBgn0261456|FB:FBgn0267698|MGI:MGI:1344404|MGI:MGI:1346882|MGI:MGI:1349394|MGI:MGI:1355329|MGI:MGI:1858416|MGI:MGI:1917378|MGI:MGI:1920334|PANTHER:PTN000684825|PomBase:SPBC1604.14c|PomBase:SPBC21.06c|RGD:3250|RGD:3251|RGD:621643|RGD:708455|RGD:727905|SGD:S000005242|TAIR:locus:2035989|TAIR:locus:2045658|TAIR:locus:2080394|TAIR:locus:2116417|TAIR:locus:2133559|TAIR:locus:2174969|TAIR:locus:2205523|TAIR:locus:2206885|UniProtKB:A0A0B4KGS4|UniProtKB:C0H4N8|UniProtKB:O94804|UniProtKB:O95747|UniProtKB:O95819|UniProtKB:O96013|UniProtKB:Q02750|UniProtKB:Q12851|UniProtKB:Q13043|UniProtKB:Q13153|UniProtKB:Q13177|UniProtKB:Q13188|UniProtKB:Q13233|UniProtKB:Q8IVH8|UniProtKB:Q8N4C8|UniProtKB:Q92918|UniProtKB:Q99558|UniProtKB:Q9H2G2|UniProtKB:Q9H2K8|UniProtKB:Q9UEW8|UniProtKB:Q9UKE5|UniProtKB:Q9UL54|UniProtKB:Q9Y4K4|UniProtKB:Q9Y6E0|WB:WBGene00013355|WB:WBGene00017472|dictyBase:DDB_G0276459|dictyBase:DDB_G0286359	PANTHER:PTHR24361	protein		PMID:21873635	20170228
UniProtKB:Q9UKE5	TRAF2 and NCK-interacting protein kinase		GO:0032147		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1919399|PANTHER:PTN000684825|RGD:727905|UniProtKB:Q7RTN6|UniProtKB:Q9C0K7	PANTHER:PTHR24361	protein		PMID:21873635	20170228
UniProtKB:P10909	Clusterin		GO:1902949		Alzheimers_University_of_Toronto	NCBITaxon:9606	IMP		PANTHER:PTHR10970	protein		PMID:15897157	20140508
UniProtKB:Q96HU8	GTP-binding protein Di-Ras2	not	GO:0043406		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24070	protein		PMID:12194967	20131211
UniProtKB:O75716	Serine/threonine-protein kinase 16		GO:0004674		Ensembl	NCBITaxon:9606	IEA	UniProtKB:O88697|ensembl:ENSMUSP00000027401	PANTHER:PTHR45998	protein		GO_REF:0000107	20190816
UniProtKB:O75716	Serine/threonine-protein kinase 16		GO:0004715		UniProt	NCBITaxon:9606	IEA	EC:2.7.10.2	PANTHER:PTHR45998	protein		GO_REF:0000003	20190914
UniProtKB:P02765	Alpha-2-HS-glycoprotein		GO:0019210		UniProt	NCBITaxon:9606	NAS		PANTHER:PTHR13814	protein		PMID:12203945	20040305
UniProtKB:P02765	Alpha-2-HS-glycoprotein		GO:0033673		GOC	NCBITaxon:9606	IEA	GO:0019210	PANTHER:PTHR13814	protein		GO_REF:0000108	20190914
UniProtKB:P17612	cAMP-dependent protein kinase catalytic subunit alpha		GO:0004672		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24353	protein		PMID:12475942	20170914
UniProtKB:P17612	cAMP-dependent protein kinase catalytic subunit alpha		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24353	protein		PMID:21085490	20161212
UniProtKB:P17612	cAMP-dependent protein kinase catalytic subunit alpha		GO:0004674		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR24353	protein		PMID:26537248	20170502
UniProtKB:P17612	cAMP-dependent protein kinase catalytic subunit alpha		GO:0004691		UniProt	NCBITaxon:9606	ISS	UniProtKB:P05132	PANTHER:PTHR24353	protein		GO_REF:0000024	20110902
UniProtKB:P17612	cAMP-dependent protein kinase catalytic subunit alpha		GO:0004691		CAFA	NCBITaxon:9606	IDA		PANTHER:PTHR24353	protein		PMID:11029056	20160919
UniProtKB:P17612	cAMP-dependent protein kinase catalytic subunit alpha		GO:0004691		UniProt	NCBITaxon:9606	NAS		PANTHER:PTHR24353	protein		PMID:2843813	20010919
UniProtKB:P17612	cAMP-dependent protein kinase catalytic subunit alpha		GO:0004691		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24353	protein		Reactome:R-HSA-5617179	20140806
UniProtKB:P17612	cAMP-dependent protein kinase catalytic subunit alpha		GO:0004691		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24353	protein		Reactome:R-HSA-5617182	20140806
UniProtKB:P17612	cAMP-dependent protein kinase catalytic subunit alpha		GO:0004691		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24353	protein		Reactome:R-HSA-913451	20140806
UniProtKB:P17612	cAMP-dependent protein kinase catalytic subunit alpha		GO:0004712		MGI	NCBITaxon:9606	IDA		PANTHER:PTHR24353	protein		PMID:22797923	20140507
UniProtKB:P17612	cAMP-dependent protein kinase catalytic subunit alpha		GO:0034199		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24353	protein		Reactome:R-HSA-163615	20181121
UniProtKB:P49761	Dual specificity protein kinase CLK3		GO:0004674		UniProt	NCBITaxon:9606	ISS	UniProtKB:O35492	PANTHER:PTHR45646	protein		GO_REF:0000024	20110904
UniProtKB:P49761	Dual specificity protein kinase CLK3		GO:0004712		UniProt	NCBITaxon:9606	IEA	EC:2.7.12.1	PANTHER:PTHR45646	protein		GO_REF:0000003	20190914
UniProtKB:P49761	Dual specificity protein kinase CLK3		GO:0004713		Ensembl	NCBITaxon:9606	IEA	UniProtKB:O35492|ensembl:ENSMUSP00000067341	PANTHER:PTHR45646	protein		GO_REF:0000107	20190816
UniProtKB:P49760	Dual specificity protein kinase CLK2		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR45646	protein		PMID:10480872	20110901
UniProtKB:P49760	Dual specificity protein kinase CLK2		GO:0004712		UniProt	NCBITaxon:9606	IEA	EC:2.7.12.1	PANTHER:PTHR45646	protein		GO_REF:0000003	20190914
UniProtKB:P49760	Dual specificity protein kinase CLK2		GO:0004713		Ensembl	NCBITaxon:9606	IEA	UniProtKB:O35491|ensembl:ENSMUSP00000113390	PANTHER:PTHR45646	protein		GO_REF:0000107	20190816
UniProtKB:O43293	Death-associated protein kinase 3		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24342	protein		PMID:10356987	20031125
UniProtKB:O43293	Death-associated protein kinase 3		GO:0004674		UniProt	NCBITaxon:9606	TAS		PANTHER:PTHR24342	protein		PMID:16756490	20110926
UniProtKB:O43293	Death-associated protein kinase 3		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24342	protein		PMID:18239682	20110902
